Model,Seed,Epoch,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,5,0.73,0.72,0.7276,0.7965,2.35
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,6,0.732,0.722,0.728,0.7973,2.35
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,7,0.753,0.732,0.7413,0.8054,2.35
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,8,0.751,0.72,0.7177,0.8038,2.34
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,9,0.768,0.734,0.7397,0.8047,2.34
SteerableGCNN_AdamW_lr0.0001_wd0.0001,42,10,0.751,0.728,0.7302,0.7953,2.34
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,1,0.616,0.692,0.7556,0.734,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,2,0.738,0.706,0.7578,0.7437,1.17
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,3,0.739,0.688,0.7057,0.7674,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,4,0.764,0.694,0.7052,0.7781,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,5,0.759,0.68,0.6552,0.7784,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,6,0.769,0.716,0.7311,0.7828,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,7,0.775,0.688,0.6638,0.7785,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,8,0.775,0.65,0.5783,0.7706,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,9,0.769,0.686,0.6565,0.7792,1.16
GCNN_CYCLIC_4_AdamW_lr0.0001_wd0.0001,42,10,0.781,0.706,0.7112,0.7886,1.16
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,1,0.688,0.638,0.5371,0.7534,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,2,0.735,0.67,0.6809,0.7396,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,3,0.751,0.674,0.6733,0.7501,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,4,0.752,0.676,0.6582,0.7618,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,5,0.774,0.7,0.718,0.7528,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,6,0.75,0.692,0.7027,0.7747,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,7,0.77,0.674,0.6583,0.7681,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,8,0.779,0.7,0.718,0.7707,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,9,0.764,0.642,0.5445,0.7656,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.0001_wd0.0001,42,10,0.77,0.686,0.6903,0.7719,2.2
CNN_AdamW_lr0.001_wd0.0,42,1,0.642,0.68,0.746,0.7599,0.63
CNN_AdamW_lr0.001_wd0.0,42,2,0.657,0.68,0.746,0.7781,0.63
CNN_AdamW_lr0.001_wd0.0,42,3,0.749,0.702,0.7162,0.7846,0.63
CNN_AdamW_lr0.001_wd0.0,42,4,0.751,0.706,0.7211,0.7942,0.63
CNN_AdamW_lr0.001_wd0.0,42,5,0.777,0.732,0.7666,0.8014,0.63
CNN_AdamW_lr0.001_wd0.0,42,6,0.777,0.66,0.5771,0.803,0.63
CNN_AdamW_lr0.001_wd0.0,42,7,0.781,0.676,0.6143,0.8025,0.63
CNN_AdamW_lr0.001_wd0.0,42,8,0.778,0.614,0.4908,0.7907,0.63
CNN_AdamW_lr0.001_wd0.0,42,9,0.786,0.712,0.722,0.811,0.63
CNN_AdamW_lr0.001_wd0.0,42,10,0.786,0.726,0.7329,0.8177,0.63
SteerableGCNN_AdamW_lr0.001_wd0.0,42,1,0.679,0.686,0.6217,0.8007,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,2,0.744,0.706,0.7273,0.7619,2.34
SteerableGCNN_AdamW_lr0.001_wd0.0,42,3,0.757,0.736,0.76,0.7822,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,4,0.768,0.722,0.7549,0.7851,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,5,0.766,0.754,0.7574,0.8186,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,6,0.768,0.734,0.709,0.8141,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,7,0.782,0.764,0.7713,0.8228,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,8,0.778,0.76,0.759,0.817,2.34
SteerableGCNN_AdamW_lr0.001_wd0.0,42,9,0.776,0.752,0.7459,0.8226,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0,42,10,0.785,0.764,0.7668,0.8202,2.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,1,0.505,0.484,0.0,0.6902,1.17
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,2,0.52,0.638,0.6796,0.6405,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,3,0.625,0.68,0.7476,0.6854,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,4,0.642,0.654,0.7043,0.6374,1.17
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,5,0.652,0.67,0.7227,0.6395,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,6,0.668,0.666,0.7174,0.698,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,7,0.67,0.664,0.7162,0.6346,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,8,0.669,0.664,0.7153,0.6362,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,9,0.662,0.674,0.7279,0.6329,1.17
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0,42,10,0.66,0.656,0.7045,0.6232,1.17
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,1,0.539,0.484,0.0,0.6784,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,2,0.557,0.686,0.7161,0.725,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,3,0.729,0.72,0.7552,0.7784,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,4,0.744,0.702,0.7129,0.7805,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,5,0.758,0.66,0.6336,0.7746,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,6,0.778,0.7,0.7012,0.7623,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,7,0.766,0.686,0.6776,0.779,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,8,0.77,0.696,0.702,0.7948,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,9,0.775,0.712,0.7073,0.806,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0,42,10,0.777,0.702,0.7073,0.7947,2.2
CNN_AdamW_lr0.001_wd0.0001,42,1,0.61,0.622,0.5714,0.724,0.63
CNN_AdamW_lr0.001_wd0.0001,42,2,0.73,0.658,0.6354,0.7557,0.63
CNN_AdamW_lr0.001_wd0.0001,42,3,0.73,0.704,0.7208,0.7704,0.63
CNN_AdamW_lr0.001_wd0.0001,42,4,0.73,0.69,0.7002,0.7691,0.63
CNN_AdamW_lr0.001_wd0.0001,42,5,0.767,0.7,0.7387,0.7739,0.63
CNN_AdamW_lr0.001_wd0.0001,42,6,0.767,0.632,0.5468,0.7682,0.63
CNN_AdamW_lr0.001_wd0.0001,42,7,0.744,0.64,0.5946,0.7535,0.64
CNN_AdamW_lr0.001_wd0.0001,42,8,0.78,0.686,0.6624,0.7699,0.63
CNN_AdamW_lr0.001_wd0.0001,42,9,0.766,0.716,0.728,0.7816,0.63
CNN_AdamW_lr0.001_wd0.0001,42,10,0.779,0.698,0.6753,0.7786,0.63
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,1,0.68,0.664,0.5821,0.7703,2.36
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,2,0.755,0.71,0.7071,0.7832,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,3,0.749,0.702,0.6889,0.7898,2.34
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,4,0.757,0.708,0.6867,0.7908,2.34
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,5,0.765,0.716,0.716,0.7949,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,6,0.774,0.738,0.7385,0.8011,2.34
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,7,0.771,0.732,0.7528,0.8028,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,8,0.763,0.688,0.6471,0.7939,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,9,0.772,0.712,0.6814,0.8003,2.35
SteerableGCNN_AdamW_lr0.001_wd0.0001,42,10,0.766,0.756,0.7645,0.8131,2.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,1,0.623,0.648,0.7373,0.713,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,2,0.71,0.518,0.2201,0.7603,1.17
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,3,0.722,0.694,0.7203,0.7216,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,4,0.748,0.736,0.7676,0.7904,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,5,0.757,0.732,0.7853,0.7709,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,6,0.747,0.722,0.7362,0.7885,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,7,0.755,0.742,0.781,0.7838,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,8,0.767,0.744,0.7739,0.7923,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,9,0.768,0.726,0.7523,0.7844,1.16
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,10,0.762,0.748,0.7742,0.8207,1.16
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,1,0.544,0.642,0.6832,0.6311,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,2,0.646,0.616,0.6458,0.6363,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,3,0.656,0.636,0.6796,0.6189,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,4,0.643,0.648,0.6955,0.6366,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,5,0.649,0.672,0.7389,0.6259,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,6,0.656,0.68,0.7492,0.6051,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,7,0.657,0.66,0.724,0.6038,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,8,0.658,0.678,0.744,0.6099,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,9,0.655,0.656,0.7075,0.6223,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.001_wd0.0001,42,10,0.668,0.67,0.7352,0.5908,2.2
CNN_AdamW_lr0.01_wd0.0,42,1,0.5,0.484,0.0,0.7327,0.63
CNN_AdamW_lr0.01_wd0.0,42,2,0.6,0.664,0.7282,0.6032,0.63
CNN_AdamW_lr0.01_wd0.0,42,3,0.627,0.668,0.7422,0.6194,0.63
CNN_AdamW_lr0.01_wd0.0,42,4,0.674,0.708,0.7181,0.7726,0.63
CNN_AdamW_lr0.01_wd0.0,42,5,0.751,0.7,0.6725,0.8084,0.63
CNN_AdamW_lr0.01_wd0.0,42,6,0.738,0.698,0.6937,0.7744,0.63
CNN_AdamW_lr0.01_wd0.0,42,7,0.758,0.726,0.7329,0.814,0.64
CNN_AdamW_lr0.01_wd0.0,42,8,0.775,0.726,0.714,0.8227,0.63
CNN_AdamW_lr0.01_wd0.0,42,9,0.775,0.72,0.7046,0.825,0.63
CNN_AdamW_lr0.01_wd0.0,42,10,0.781,0.742,0.7383,0.8255,0.63
SteerableGCNN_AdamW_lr0.01_wd0.0,42,1,0.686,0.636,0.5285,0.7749,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,2,0.749,0.684,0.6695,0.7874,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,3,0.753,0.698,0.671,0.7806,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,4,0.781,0.738,0.7277,0.8112,2.34
SteerableGCNN_AdamW_lr0.01_wd0.0,42,5,0.743,0.722,0.7311,0.8093,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,6,0.773,0.64,0.5109,0.8219,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,7,0.773,0.62,0.4571,0.82,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,8,0.784,0.736,0.7732,0.8114,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,9,0.779,0.734,0.7816,0.8185,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0,42,10,0.788,0.752,0.7762,0.8245,2.35
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,1,0.599,0.67,0.7377,0.6245,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,2,0.644,0.65,0.7344,0.5868,1.17
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,3,0.639,0.67,0.7393,0.6246,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,4,0.646,0.666,0.7395,0.6235,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,5,0.651,0.67,0.7334,0.6272,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,6,0.653,0.658,0.7174,0.6342,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,7,0.658,0.664,0.7246,0.6246,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,8,0.652,0.662,0.7234,0.6244,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,9,0.65,0.664,0.7255,0.6215,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0,42,10,0.657,0.66,0.7157,0.6234,1.16
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,1,0.514,0.484,0.0,0.6169,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,2,0.496,0.484,0.0,0.3117,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,3,0.522,0.484,0.0,0.511,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,4,0.522,0.484,0.0,0.4751,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,5,0.51,0.484,0.0,0.5322,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,6,0.5,0.484,0.0,0.6858,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,7,0.579,0.64,0.7152,0.6329,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,8,0.629,0.66,0.736,0.6178,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,9,0.639,0.666,0.7395,0.6962,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0,42,10,0.645,0.662,0.7388,0.7116,2.2
CNN_AdamW_lr0.01_wd0.0001,42,1,0.517,0.636,0.7174,0.6323,0.63
CNN_AdamW_lr0.01_wd0.0001,42,2,0.572,0.66,0.7377,0.716,0.63
CNN_AdamW_lr0.01_wd0.0001,42,3,0.707,0.68,0.6992,0.7289,0.63
CNN_AdamW_lr0.01_wd0.0001,42,4,0.743,0.68,0.6708,0.7491,0.63
CNN_AdamW_lr0.01_wd0.0001,42,5,0.752,0.736,0.766,0.7923,0.63
CNN_AdamW_lr0.01_wd0.0001,42,6,0.771,0.732,0.769,0.7728,0.63
CNN_AdamW_lr0.01_wd0.0001,42,7,0.788,0.74,0.7584,0.813,0.63
CNN_AdamW_lr0.01_wd0.0001,42,8,0.775,0.73,0.7284,0.8125,0.63
CNN_AdamW_lr0.01_wd0.0001,42,9,0.784,0.714,0.7088,0.804,0.63
CNN_AdamW_lr0.01_wd0.0001,42,10,0.796,0.726,0.7287,0.8018,0.63
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,1,0.701,0.486,0.0586,0.6938,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,2,0.76,0.5,0.1007,0.7931,2.34
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,3,0.758,0.718,0.6773,0.8075,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,4,0.768,0.544,0.2349,0.8276,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,5,0.759,0.482,0.0,0.8267,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,6,0.781,0.69,0.6283,0.8192,2.34
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,7,0.784,0.602,0.413,0.8225,2.34
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,8,0.791,0.532,0.1875,0.8329,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,9,0.764,0.532,0.2353,0.7026,2.35
SteerableGCNN_AdamW_lr0.01_wd0.0001,42,10,0.763,0.724,0.7738,0.809,2.35
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,1,0.639,0.72,0.7643,0.7317,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,2,0.694,0.714,0.7547,0.7387,1.17
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,3,0.714,0.692,0.6944,0.7635,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,4,0.744,0.712,0.7154,0.8115,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,5,0.754,0.686,0.6879,0.7413,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,6,0.741,0.726,0.7532,0.8013,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,7,0.744,0.698,0.6637,0.8,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,8,0.791,0.722,0.7258,0.7996,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,9,0.785,0.754,0.78,0.8107,1.16
GCNN_CYCLIC_4_AdamW_lr0.01_wd0.0001,42,10,0.782,0.72,0.6957,0.8191,1.17
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,1,0.609,0.696,0.6984,0.7463,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,2,0.731,0.616,0.5596,0.7289,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,3,0.728,0.7,0.707,0.7777,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,4,0.737,0.738,0.7714,0.7623,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,5,0.758,0.706,0.7252,0.7675,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,6,0.745,0.708,0.7137,0.8018,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,7,0.752,0.738,0.7706,0.7774,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,8,0.755,0.73,0.7477,0.7951,2.21
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,9,0.752,0.74,0.7451,0.8225,2.2
GCNN_DIHEDRAL_4_AdamW_lr0.01_wd0.0001,42,10,0.751,0.728,0.7589,0.816,2.2
CNN_Adam_lr0.0001_wd0.0,42,1,0.671,0.646,0.5986,0.7495,8.85
CNN_Adam_lr0.0001_wd0.0,42,2,0.734,0.654,0.5811,0.7547,0.6
CNN_Adam_lr0.0001_wd0.0,42,3,0.761,0.7,0.7059,0.767,0.6
CNN_Adam_lr0.0001_wd0.0,42,4,0.767,0.678,0.6653,0.764,0.6
CNN_Adam_lr0.0001_wd0.0,42,5,0.771,0.702,0.6902,0.7804,0.6
CNN_Adam_lr0.0001_wd0.0,42,6,0.779,0.672,0.6132,0.7794,0.6
CNN_Adam_lr0.0001_wd0.0,42,7,0.778,0.642,0.5398,0.7897,0.6
CNN_Adam_lr0.0001_wd0.0,42,8,0.774,0.716,0.7259,0.7938,0.6
CNN_Adam_lr0.0001_wd0.0,42,9,0.783,0.682,0.6311,0.7967,0.59
CNN_Adam_lr0.0001_wd0.0,42,10,0.779,0.668,0.6066,0.7937,0.6
SteerableGCNN_Adam_lr0.0001_wd0.0,42,1,0.429,0.488,0.0376,0.6579,3.13
SteerableGCNN_Adam_lr0.0001_wd0.0,42,2,0.575,0.55,0.4472,0.6841,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,3,0.652,0.618,0.591,0.6876,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,4,0.691,0.648,0.6255,0.7106,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,5,0.706,0.652,0.6282,0.7243,2.27
SteerableGCNN_Adam_lr0.0001_wd0.0,42,6,0.711,0.682,0.6814,0.7394,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,7,0.731,0.684,0.6802,0.7414,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,8,0.738,0.694,0.6946,0.7597,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,9,0.751,0.706,0.7089,0.767,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0,42,10,0.752,0.696,0.6885,0.7714,2.28
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,1,0.638,0.712,0.7353,0.7881,2.11
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,2,0.765,0.698,0.6591,0.8003,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,3,0.769,0.736,0.7609,0.8065,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,4,0.785,0.722,0.6985,0.8108,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,5,0.78,0.704,0.6574,0.8102,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,6,0.805,0.736,0.7519,0.8022,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,7,0.805,0.72,0.6943,0.8116,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,8,0.795,0.734,0.7621,0.8149,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,9,0.778,0.718,0.6846,0.8189,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0,42,10,0.803,0.746,0.7445,0.8218,1.12
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,1,0.705,0.688,0.688,0.7584,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,2,0.755,0.698,0.726,0.7681,2.15
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,3,0.755,0.696,0.7077,0.783,2.15
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,4,0.767,0.69,0.683,0.7753,2.15
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,5,0.783,0.698,0.6794,0.7837,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,6,0.77,0.662,0.6269,0.7852,2.15
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,7,0.773,0.726,0.7567,0.7921,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,8,0.789,0.708,0.7483,0.7914,2.15
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,9,0.784,0.694,0.6819,0.8021,2.16
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0,42,10,0.794,0.702,0.6809,0.7972,2.16
CNN_Adam_lr0.0001_wd0.0001,42,1,0.694,0.632,0.5468,0.7649,0.78
CNN_Adam_lr0.0001_wd0.0001,42,2,0.742,0.698,0.7146,0.7738,0.6
CNN_Adam_lr0.0001_wd0.0001,42,3,0.763,0.636,0.5309,0.783,0.6
CNN_Adam_lr0.0001_wd0.0001,42,4,0.755,0.686,0.6638,0.7855,0.6
CNN_Adam_lr0.0001_wd0.0001,42,5,0.759,0.696,0.6972,0.7903,0.6
CNN_Adam_lr0.0001_wd0.0001,42,6,0.77,0.68,0.6567,0.7933,0.6
CNN_Adam_lr0.0001_wd0.0001,42,7,0.769,0.7,0.6976,0.7948,0.6
CNN_Adam_lr0.0001_wd0.0001,42,8,0.787,0.698,0.6794,0.7936,0.6
CNN_Adam_lr0.0001_wd0.0001,42,9,0.788,0.706,0.7135,0.7958,0.6
CNN_Adam_lr0.0001_wd0.0001,42,10,0.789,0.698,0.6834,0.7986,0.6
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,1,0.601,0.644,0.711,0.68,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,2,0.612,0.656,0.7261,0.741,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,3,0.622,0.674,0.7465,0.7926,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,4,0.611,0.74,0.7833,0.8056,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,5,0.645,0.728,0.7741,0.8022,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,6,0.665,0.732,0.7736,0.8047,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,7,0.689,0.744,0.7793,0.8038,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,8,0.697,0.75,0.7795,0.8061,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,9,0.703,0.744,0.7746,0.8093,2.28
SteerableGCNN_Adam_lr0.0001_wd0.0001,42,10,0.707,0.758,0.7804,0.8097,2.28
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,1,0.569,0.664,0.6316,0.7627,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,2,0.677,0.658,0.722,0.7252,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,3,0.731,0.678,0.6898,0.7605,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,4,0.747,0.698,0.7568,0.733,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,5,0.723,0.678,0.6552,0.7678,1.13
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,6,0.74,0.696,0.682,0.7757,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,7,0.756,0.624,0.5,0.776,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,8,0.763,0.704,0.7186,0.7889,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,9,0.76,0.74,0.7719,0.7873,1.12
GCNN_CYCLIC_4_Adam_lr0.0001_wd0.0001,42,10,0.789,0.684,0.6291,0.7962,1.12
GCNN_DIHEDRAL_4_Adam_lr0.0001_wd0.0001,42,1,0.661,0.642,0.5768,0.7561,2.17
